,asset_id,install_year,length_m,lat,long,slope_grade,tree_density,snapshot_date,rainfall_mm,avg_temp_c,soil_moisture_pc,num_prev_failures,last_repair_date,failure_next_30d,failure_type_predicted,risk_score,recommended_action,recommended_priority,issue_description,kw_leak,kw_flicker,kw_crack,kw_overflow,kw_burning,kw_broken,kw_jammed,kw_noise,month,month_sin,month_cos,rainfall_prev,soil_moisture_prev,failures_prev,days_since_repair,asset_age_years,rain_delta,moisture_delta,rain_stress,length_age,length_slope,type_electrical_conduit,type_gas_line,type_road,type_sewer_pipe,type_storm_drain,type_water_pipe,material_aluminum,material_asphalt,material_cast_iron,material_clay,material_composite,material_concrete,material_copper,material_corrugated_metal,material_ductile_iron,material_polyethylene,material_steel,soil_type_clay,soil_type_fill,soil_type_gravel,soil_type_loam,soil_type_sand,soil_type_silt,region_Contra Costa,region_Marin,region_Napa,region_San Francisco,region_San Mateo,region_Santa Clara,region_Solano,region_Sonoma,traffic_high,traffic_low,traffic_medium,traffic_none,traffic_unknown,moisture_stress
72,BR-007,1961,2718.05345495966,38.20702599800808,-122.0657196470938,6.833118828908393,low,2024-12-01,15.4,19.1,20.5,11,,False,none,59,routine_maintenance,5,routine status,0,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,0.0,0.0,0.0,0.0,63,0.0,0.0,105.23002996518926,171237.3676624586,18572.782241064364,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0
73,BR-007,1941,2718.05345495966,38.20702599800808,-122.0657196470938,22.575442027111645,medium,2025-01-01,39.7,16.5,39.3,8,2025-01-08,False,none,44,monitor,3,routine status,0,0,0,0,0,0,0,0,1,0.49999999999999994,0.8660254037844387,15.4,20.5,11.0,-7.0,84,24.300000000000004,18.799999999999997,896.2450484763324,228316.49021661145,61361.258199032316,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0
74,BR-007,1976,2718.05345495966,38.20702599800808,-122.0657196470938,24.95279497447821,low,2025-02-01,19.6,13.9,34.6,16,2025-02-19,False,none,19,monitor,3,routine status,0,0,0,0,0,0,0,0,2,0.8660254037844386,0.5000000000000001,39.7,39.3,8.0,-18.0,49,0.0,0.0,489.07478149977294,133184.61929302334,67823.03059128053,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0
75,BR-007,1931,2718.05345495966,38.20702599800808,-122.0657196470938,22.973706746773303,medium,2025-03-01,44.2,12.5,11.2,7,2025-03-10,True,rupture,86,schedule_repair,1,structural weakness,0,0,0,0,0,0,0,0,3,1.0,6.123233995736766e-17,19.6,34.6,16.0,-9.0,94,24.6,0.0,1015.4378382073801,255497.02476620805,62443.76299629723,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0
76,BR-007,1949,2718.05345495966,38.20702599800808,-122.0657196470938,19.44890034453329,high,2025-04-01,39.2,13.4,29.3,7,2025-04-16,False,none,49,monitor,5,routine status,0,0,0,0,0,0,0,0,4,0.8660254037844387,-0.4999999999999998,44.2,11.2,7.0,-15.0,76,0.0,18.1,762.396893505705,206572.06257693417,52863.150776624825,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0
77,BR-007,1941,2718.05345495966,38.20702599800808,-122.0657196470938,20.308286866090057,high,2025-05-01,95.6,15.2,30.1,11,2025-05-07,True,rupture,64,inspect_soon,3,critical damage,0,0,0,0,0,0,0,0,5,0.49999999999999994,-0.8660254037844387,39.2,29.3,7.0,-6.0,84,56.39999999999999,0.8000000000000007,1941.4722243982094,228316.49021661145,55199.00928068797,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.0
78,BR-007,1960,2718.05345495966,38.20702599800808,-122.0657196470938,14.360126245103231,high,2025-06-01,143.1,12.1,8.6,18,2025-06-24,True,blockage,100,schedule_repair,1,blockage detected,0,0,0,0,0,0,0,0,6,1.2246467991473532e-16,-1.0,95.6,30.1,11.0,-23.0,65,47.5,0.0,2054.9340656742725,176673.4745723779,39031.590754159726,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0
79,BR-007,1931,2718.05345495966,38.20702599800808,-122.0657196470938,4.79842317661504,medium,2025-07-01,102.8,21.6,23.6,9,2025-07-06,True,corrosion,81,schedule_repair,3,corrosion detected,0,0,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,143.1,8.6,18.0,-5.0,94,0.0,15.000000000000002,493.27790255602605,255497.02476620805,13042.370693557015,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0
80,BR-007,1923,2718.05345495966,38.20702599800808,-122.0657196470938,16.934982040886954,high,2025-08-01,138.9,11.3,15.4,1,2025-08-23,True,erosion,63,inspect_soon,1,erosion undermining structure,0,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,102.8,23.6,9.0,-22.0,102,36.10000000000001,0.0,2352.269005479198,277241.4524058853,46030.18644591258,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0
81,BR-007,1987,2718.05345495966,38.20702599800808,-122.0657196470938,17.825177906930193,medium,2025-09-01,117.5,21.8,23.7,7,2025-09-21,False,none,44,monitor,3,functioning normally,0,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,138.9,15.4,1.0,-20.0,38,0.0,8.299999999999999,2094.4584040642976,103286.03128846709,48449.786395202216,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0
82,BR-007,1982,2718.05345495966,38.20702599800808,-122.0657196470938,24.62104060550132,medium,2025-10-01,109.1,20.1,36.1,13,2025-10-12,False,none,20,monitor,3,normal operation,0,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,117.5,23.7,7.0,-11.0,43,0.0,12.400000000000002,2686.155530060194,116876.29856326539,66921.30448248495,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0
83,BR-007,1992,2718.05345495966,38.20702599800808,-122.0657196470938,13.55142601612758,high,2025-11-01,62.1,15.1,11.3,18,2025-10-12,True,leak,87,schedule_repair,3,fluid loss detected,0,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,109.1,36.1,13.0,20.0,33,0.0,0.0,841.5435556015227,89695.76401366878,36833.500302765795,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0
288,BR-025,2010,1411.0540885798705,37.55857289633941,-122.01326436542156,19.22877119707144,medium,2024-12-01,129.5,15.0,33.7,8,,False,none,0,monitor,4,routine status,0,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,0.0,0.0,0.0,0.0,14,0.0,0.0,2490.1258700207513,19754.757240118186,27132.836215994503,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0
289,BR-025,1933,1411.0540885798705,37.55857289633941,-122.01326436542156,8.79080012061331,medium,2025-01-01,113.3,21.0,40.8,7,,False,none,46,monitor,5,routine status,0,0,0,0,0,0,0,0,1,0.49999999999999994,0.8660254037844387,129.5,33.7,8.0,0.0,92,0.0,7.099999999999994,995.9976536654881,129816.97614934809,12404.29445207983,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0
290,BR-025,1932,1411.0540885798705,37.55857289633941,-122.01326436542156,9.32751967233546,low,2025-02-01,36.3,14.3,35.9,17,,False,none,51,monitor,4,functioning normally,0,0,0,0,0,0,0,0,2,0.8660254037844386,0.5000000000000001,113.3,40.8,7.0,0.0,93,0.0,0.0,338.5889641057772,131228.03023792795,13161.634769958126,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0
291,BR-025,1970,1411.0540885798705,37.55857289633941,-122.01326436542156,18.10743518691336,low,2025-03-01,78.4,21.2,41.4,15,,False,none,36,monitor,5,functioning normally,0,0,0,0,0,0,0,0,3,1.0,6.123233995736766e-17,36.3,35.9,17.0,0.0,55,42.10000000000001,5.5,1419.6229186540074,77607.97487189287,25550.57045418911,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,41.4
292,BR-025,1948,1411.0540885798705,37.55857289633941,-122.01326436542156,12.52150344960156,low,2025-04-01,27.6,15.5,22.2,3,,False,none,44,monitor,4,routine status,0,0,0,0,0,0,0,0,4,0.8660254037844387,-0.4999999999999998,78.4,41.4,15.0,0.0,77,0.0,0.0,345.5934952090031,108651.16482065002,17668.518637727233,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
293,BR-025,1978,1411.0540885798705,37.55857289633941,-122.01326436542156,14.28102002712768,high,2025-05-01,42.2,21.6,41.2,3,,False,none,13,monitor,5,no issues detected,0,0,0,0,0,0,0,0,5,0.49999999999999994,-0.8660254037844387,27.6,22.2,3.0,0.0,47,14.600000000000001,19.000000000000004,602.6590451447881,66319.54216325391,20151.291698369525,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0
294,BR-025,1966,1411.0540885798705,37.55857289633941,-122.01326436542156,17.828986439368496,high,2025-06-01,77.3,18.8,29.9,17,,False,none,56,routine_maintenance,3,routine status,0,0,0,0,0,0,0,0,6,1.2246467991473532e-16,-1.0,42.2,41.2,3.0,0.0,59,35.099999999999994,0.0,1378.1806517631846,83252.19122621237,25157.664210505984,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0
295,BR-025,1964,1411.0540885798705,37.55857289633941,-122.01326436542156,19.440987343400195,high,2025-07-01,110.2,20.0,39.8,1,,False,none,33,monitor,3,normal operation,0,0,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,77.3,29.9,17.0,0.0,61,32.900000000000006,9.899999999999999,2142.3968052427017,86074.2994033721,27432.28467693436,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0
296,BR-025,1931,1411.0540885798705,37.55857289633941,-122.01326436542156,6.826540046244894,high,2025-08-01,14.2,11.3,6.6,10,2025-08-18,True,crack,95,schedule_repair,1,minor crack observed,0,0,1,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,110.2,39.8,1.0,-17.0,94,0.0,0.0,96.93686865667749,132639.08432650781,9632.617243108076,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.0
297,BR-025,1934,1411.0540885798705,37.55857289633941,-122.01326436542156,3.717592017995168,low,2025-09-01,44.5,17.0,31.3,3,2025-09-25,False,none,1,monitor,5,functioning normally,0,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,14.2,6.6,10.0,-24.0,91,30.3,24.700000000000003,165.43284480078498,128405.92206076822,5245.723416663973,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0
298,BR-025,2004,1411.0540885798705,37.55857289633941,-122.01326436542156,7.332008600166853,low,2025-10-01,138.9,11.7,38.9,13,2025-10-23,True,crack,76,schedule_repair,2,minor crack observed,0,0,1,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,44.5,31.3,3.0,-22.0,21,94.4,7.599999999999998,1018.4159945631759,29632.13586017728,10345.860712768212,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,38.9
299,BR-025,2011,1411.0540885798705,37.55857289633941,-122.01326436542156,12.70982071693774,low,2025-11-01,64.3,13.6,12.0,16,2025-10-23,False,none,30,monitor,3,routine status,0,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,138.9,38.9,13.0,9.0,14,0.0,0.0,817.2414720990967,19754.757240118186,17934.244487752138,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0
432,BR-037,1948,2174.9197296974853,37.762041531234175,-122.518039439027,14.3094102937045,low,2024-12-01,58.9,10.2,40.6,14,2013-01-22,False,none,44,routine_maintenance,5,routine status,0,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,0.0,0.0,0.0,4331.0,76,0.0,0.0,842.8242662991951,165293.89945700887,31121.818768114204,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.0
433,BR-037,1980,2174.9197296974853,37.762041531234175,-122.518039439027,2.6680668079702112,low,2025-01-01,75.7,15.6,27.3,5,2013-01-22,False,none,59,monitor,3,functioning normally,0,0,0,0,0,0,0,0,1,0.49999999999999994,0.8660254037844387,58.9,40.6,14.0,4362.0,45,16.800000000000004,0.0,201.972657363345,97871.38783638684,5802.831140805404,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0
434,BR-037,1934,2174.9197296974853,37.762041531234175,-122.518039439027,4.870269843113581,low,2025-02-01,133.8,18.9,41.9,12,2013-01-22,False,none,3,routine_maintenance,5,no issues detected,0,0,0,0,0,0,0,0,2,0.8660254037844386,0.5000000000000001,75.7,27.3,5.0,4393.0,91,58.10000000000001,14.599999999999998,651.6421050085972,197917.69540247117,10592.445970738405,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0
435,BR-037,1946,2174.9197296974853,37.762041531234175,-122.518039439027,24.9560804960334,high,2025-03-01,130.2,16.0,25.4,16,2013-01-22,False,none,27,monitor,5,functioning normally,0,0,0,0,0,0,0,0,3,1.0,6.123233995736766e-17,133.8,41.9,12.0,4421.0,79,0.0,0.0,3249.2816805835487,171818.65864610134,54277.47184674165,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0
436,BR-037,1976,2174.9197296974853,37.762041531234175,-122.518039439027,4.934402512807298,high,2025-04-01,86.1,19.4,16.7,3,2013-01-22,False,none,4,monitor,4,normal operation,0,0,0,0,0,0,0,0,4,0.8660254037844387,-0.4999999999999998,130.2,25.4,16.0,4452.0,49,0.0,0.0,424.85205635270836,106571.06675517678,10731.929379373441,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
437,BR-037,1944,2174.9197296974853,37.762041531234175,-122.518039439027,15.27572138077458,low,2025-05-01,33.2,15.4,19.2,11,2013-01-22,False,none,26,monitor,3,functioning normally,0,0,0,0,0,0,0,0,5,0.49999999999999994,-0.8660254037844387,86.1,16.7,3.0,4482.0,81,0.0,2.5,507.1539498417161,176168.4981054963,33223.467816408345,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.0
438,BR-037,1989,2174.9197296974853,37.762041531234175,-122.518039439027,10.530957891650832,high,2025-06-01,60.5,21.8,25.9,17,2013-01-22,False,none,43,monitor,5,no issues detected,0,0,0,0,0,0,0,0,6,1.2246467991473532e-16,-1.0,33.2,19.2,11.0,4513.0,36,27.299999999999997,6.699999999999999,637.1229524448753,78297.11026910947,22903.98809116483,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0
439,BR-037,1970,2174.9197296974853,37.762041531234175,-122.518039439027,22.13368798320232,medium,2025-07-01,146.2,13.5,26.2,7,2013-01-22,False,none,46,routine_maintenance,4,routine status,0,0,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,60.5,25.9,17.0,4543.0,55,85.69999999999999,0.3000000000000007,3235.9451831441793,119620.58513336169,48138.99468563487,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0
440,BR-037,1999,2174.9197296974853,37.762041531234175,-122.518039439027,18.882465317773587,medium,2025-08-01,91.1,11.1,32.5,11,2013-01-22,False,none,4,monitor,4,no issues detected,0,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,146.2,26.2,7.0,4574.0,26,0.0,6.300000000000001,1720.1925904491736,56547.91297213462,41067.84636495427,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
441,BR-037,2017,2174.9197296974853,37.762041531234175,-122.518039439027,14.938607679183525,low,2025-09-01,117.1,15.2,14.0,3,2013-01-22,False,none,4,monitor,3,no issues detected,0,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,91.1,32.5,11.0,4605.0,8,26.0,0.0,1749.3109592323906,17399.357837579882,32490.27257566661,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.0
442,BR-037,1931,2174.9197296974853,37.762041531234175,-122.518039439027,0.3261738440533677,high,2025-10-01,67.4,16.5,31.4,7,2013-01-22,False,none,47,monitor,3,no issues detected,0,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,117.1,14.0,3.0,4635.0,94,0.0,17.4,21.984117089196985,204442.4545915636,709.4019287429402,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0
443,BR-037,1954,2174.9197296974853,37.762041531234175,-122.518039439027,21.989015305024463,medium,2025-11-01,79.7,14.2,36.1,1,2013-01-22,False,none,56,monitor,4,normal operation,0,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,67.4,31.4,7.0,4666.0,71,12.299999999999997,4.700000000000003,1752.5245198104496,154419.30080852145,47824.34322351767,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,36.1
564,BR-048,2010,4402.9962435057,38.07439162516803,-122.6510584434033,14.95682252642716,low,2024-12-01,119.5,19.9,10.3,0,2024-12-22,True,blockage,88,schedule_repair,1,flow obstruction,0,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,0.0,0.0,0.0,-21.0,14,0.0,0.0,1787.3402919080456,61641.947409079796,65854.83339864021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0
